0,1.980000e+01
1,1.584000e+01
2,1.237500e+01
3,8.915500e+00
4,6.311250e+00
5,4.502850e+00
6,3.165113e+00
7,2.227500e+00
8,1.588269e+00
9,1.102613e+00
10,7.844698e-01
11,5.411572e-01
12,3.846182e-01
13,2.645330e-01
14,1.879207e-01
15,1.290649e-01
16,9.166463e-02
17,6.291310e-02
18,4.467726e-02
19,3.065386e-02
20,2.176746e-02
21,1.493272e-02
22,1.060353e-02
23,7.273603e-03
24,5.164826e-03
25,3.542741e-03
26,2.515608e-03
27,1.725518e-03
28,1.225242e-03
29,8.404165e-04
30,5.967554e-04
31,4.093242e-04
32,2.906491e-04
33,1.993606e-04
34,1.415600e-04
35,9.709807e-05
36,6.894645e-05
37,4.729134e-05
38,3.358017e-05
39,2.303311e-05
40,1.635512e-05
41,1.121821e-05
42,7.965714e-06
43,5.463794e-06
44,3.879677e-06
45,2.661124e-06
46,1.889585e-06
47,1.296092e-06
48,9.203165e-07
49,6.312578e-07
50,4.482374e-07
51,3.074522e-07
52,2.183126e-07
53,1.497436e-07
54,1.063285e-07
55,7.293219e-08
56,5.178697e-08
57,3.552140e-08
58,2.522269e-08
59,1.730059e-08
60,1.228463e-08
61,8.426199e-09
