-10.000000, 22036.465795
-9.900000, 19940.270438
-9.800000, 18043.544928
-9.700000, 16327.307198
-9.600000, 14774.381566
-9.500000, 13369.226830
-9.400000, 12097.780730
-9.300000, 10947.319208
-9.200000, 9906.329059
-9.100000, 8964.392703
-9.000000, 8112.083928
-8.900000, 7340.873539
-8.800000, 6643.044006
-8.700000, 6011.612217
-8.600000, 5440.259591
-8.500000, 4923.268840
-8.400000, 4455.466748
-8.300000, 4032.172394
-8.200000, 3649.150307
-8.100000, 3302.568075
-8.000000, 2988.957987
-7.900000, 2705.182328
-7.800000, 2448.401978
-7.700000, 2216.047992
-7.600000, 2005.795895
-7.500000, 1815.542414
-7.400000, 1643.384430
-7.300000, 1487.599928
-7.200000, 1346.630764
-7.100000, 1219.067074
-7.000000, 1103.633158
-6.900000, 999.174716
-6.800000, 904.647292
-6.700000, 819.105825
-6.600000, 741.695189
-6.500000, 671.641633
-6.400000, 608.245038
-6.300000, 550.871910
-6.200000, 498.949041
-6.100000, 451.957770
-6.000000, 409.428793
-5.900000, 370.937468
-5.800000, 336.099560
-5.700000, 304.567401
-5.600000, 276.026407
-5.500000, 250.191932
-5.400000, 226.806416
-5.300000, 205.636810
-5.200000, 186.472242
-5.100000, 169.121907
-5.000000, 153.413159
-4.900000, 139.189780
-4.800000, 126.310418
-4.700000, 114.647172
-4.600000, 104.084316
-4.500000, 94.517131
-4.400000, 85.850869
-4.300000, 77.999794
-4.200000, 70.886331
-4.100000, 64.440288
-4.000000, 58.598150
-3.900000, 53.302449
-3.800000, 48.501184
-3.700000, 44.147304
-3.600000, 40.198234
-3.500000, 36.615452
-3.400000, 33.364100
-3.300000, 30.412639
-3.200000, 27.732530
-3.100000, 25.297951
-3.000000, 23.085537
-2.900000, 21.074145
-2.800000, 19.244647
-2.700000, 17.579732
-2.600000, 16.063738
-2.500000, 14.682494
-2.400000, 13.423176
-2.300000, 12.274182
-2.200000, 11.225013
-2.100000, 10.266170
-2.000000, 9.389056
-1.900000, 8.585894
-1.800000, 7.849647
-1.700000, 7.173947
-1.600000, 6.553032
-1.500000, 5.981689
-1.400000, 5.455200
-1.300000, 4.969297
-1.200000, 4.520117
-1.100000, 4.104166
-1.000000, 3.718282
-0.900000, 3.359603
-0.800000, 3.025541
-0.700000, 2.713753
-0.600000, 2.422119
-0.500000, 2.148721
-0.400000, 1.891825
-0.300000, 1.649859
-0.200000, 1.421403
-0.100000, 1.205171
-0.000000, 1.000000
0.100000, 0.804837
0.200000, 0.618731
0.300000, 0.440818
0.400000, 0.270320
0.500000, 0.106531
0.600000, -0.051188
0.700000, -0.203415
0.800000, -0.350671
0.900000, -0.493430
1.000000, -0.632121
1.100000, -0.767129
1.200000, -0.898806
1.300000, -1.027468
1.400000, -1.153403
1.500000, -1.276870
1.600000, -1.398103
1.700000, -1.517316
1.800000, -1.634701
1.900000, -1.750431
2.000000, -1.864665
2.100000, -1.977544
2.200000, -2.089197
2.300000, -2.199741
2.400000, -2.309282
2.500000, -2.417915
2.600000, -2.525726
2.700000, -2.632794
2.800000, -2.739190
2.900000, -2.844977
3.000000, -2.950213
3.100000, -3.054951
3.200000, -3.159238
3.300000, -3.263117
3.400000, -3.366627
3.500000, -3.469803
3.600000, -3.572676
3.700000, -3.675276
3.800000, -3.777629
3.900000, -3.879758
4.000000, -3.981684
4.100000, -4.083427
4.200000, -4.185004
4.300000, -4.286431
4.400000, -4.387723
4.500000, -4.488891
4.600000, -4.589948
4.700000, -4.690905
4.800000, -4.791770
4.900000, -4.892553
5.000000, -4.993262
5.100000, -5.093903
5.200000, -5.194483
5.300000, -5.295008
5.400000, -5.395483
5.500000, -5.495913
5.600000, -5.596302
5.700000, -5.696654
5.800000, -5.796972
5.900000, -5.897261
6.000000, -5.997521
6.100000, -6.097757
6.200000, -6.197971
6.300000, -6.298164
6.400000, -6.398338
6.500000, -6.498497
6.600000, -6.598640
6.700000, -6.698769
6.800000, -6.798886
6.900000, -6.898992
7.000000, -6.999088
7.100000, -7.099175
7.200000, -7.199253
7.300000, -7.299324
7.400000, -7.399389
7.500000, -7.499447
7.600000, -7.599500
7.700000, -7.699547
7.800000, -7.799590
7.900000, -7.899629
8.000000, -7.999665
8.100000, -8.099696
8.200000, -8.199725
8.300000, -8.299751
8.400000, -8.399775
8.500000, -8.499797
8.600000, -8.599816
8.700000, -8.699833
8.800000, -8.799849
8.900000, -8.899864
9.000000, -8.999877
9.100000, -9.099888
9.200000, -9.199899
9.300000, -9.299909
9.400000, -9.399917
9.500000, -9.499925
9.600000, -9.599932
9.700000, -9.699939
9.800000, -9.799945
9.900000, -9.899950
10.000000, -9.999955
